date_key,full_date,year,quarter,month,month_name,week,day_of_week,is_weekend,financial_year
20241107,2024-11-07,2024,Q4,11,November,45,Thursday,False,FY2024-25
20241108,2024-11-08,2024,Q4,11,November,45,Friday,False,FY2024-25
20241109,2024-11-09,2024,Q4,11,November,45,Saturday,True,FY2024-25
20241110,2024-11-10,2024,Q4,11,November,45,Sunday,True,FY2024-25
20241111,2024-11-11,2024,Q4,11,November,46,Monday,False,FY2024-25
20241112,2024-11-12,2024,Q4,11,November,46,Tuesday,False,FY2024-25
20241113,2024-11-13,2024,Q4,11,November,46,Wednesday,False,FY2024-25
20241114,2024-11-14,2024,Q4,11,November,46,Thursday,False,FY2024-25
20241115,2024-11-15,2024,Q4,11,November,46,Friday,False,FY2024-25
20241116,2024-11-16,2024,Q4,11,November,46,Saturday,True,FY2024-25
20241117,2024-11-17,2024,Q4,11,November,46,Sunday,True,FY2024-25
20241118,2024-11-18,2024,Q4,11,November,47,Monday,False,FY2024-25
20241119,2024-11-19,2024,Q4,11,November,47,Tuesday,False,FY2024-25
20241120,2024-11-20,2024,Q4,11,November,47,Wednesday,False,FY2024-25
20241121,2024-11-21,2024,Q4,11,November,47,Thursday,False,FY2024-25
20241122,2024-11-22,2024,Q4,11,November,47,Friday,False,FY2024-25
20241123,2024-11-23,2024,Q4,11,November,47,Saturday,True,FY2024-25
20241124,2024-11-24,2024,Q4,11,November,47,Sunday,True,FY2024-25
20241125,2024-11-25,2024,Q4,11,November,48,Monday,False,FY2024-25
20241126,2024-11-26,2024,Q4,11,November,48,Tuesday,False,FY2024-25
20241127,2024-11-27,2024,Q4,11,November,48,Wednesday,False,FY2024-25
20241128,2024-11-28,2024,Q4,11,November,48,Thursday,False,FY2024-25
20241129,2024-11-29,2024,Q4,11,November,48,Friday,False,FY2024-25
20241130,2024-11-30,2024,Q4,11,November,48,Saturday,True,FY2024-25
20241201,2024-12-01,2024,Q4,12,December,48,Sunday,True,FY2024-25
20241202,2024-12-02,2024,Q4,12,December,49,Monday,False,FY2024-25
20241203,2024-12-03,2024,Q4,12,December,49,Tuesday,False,FY2024-25
20241204,2024-12-04,2024,Q4,12,December,49,Wednesday,False,FY2024-25
20241205,2024-12-05,2024,Q4,12,December,49,Thursday,False,FY2024-25
20241206,2024-12-06,2024,Q4,12,December,49,Friday,False,FY2024-25
20241207,2024-12-07,2024,Q4,12,December,49,Saturday,True,FY2024-25
20241208,2024-12-08,2024,Q4,12,December,49,Sunday,True,FY2024-25
20241209,2024-12-09,2024,Q4,12,December,50,Monday,False,FY2024-25
20241210,2024-12-10,2024,Q4,12,December,50,Tuesday,False,FY2024-25
20241211,2024-12-11,2024,Q4,12,December,50,Wednesday,False,FY2024-25
20241212,2024-12-12,2024,Q4,12,December,50,Thursday,False,FY2024-25
20241213,2024-12-13,2024,Q4,12,December,50,Friday,False,FY2024-25
20241214,2024-12-14,2024,Q4,12,December,50,Saturday,True,FY2024-25
20241215,2024-12-15,2024,Q4,12,December,50,Sunday,True,FY2024-25
20241216,2024-12-16,2024,Q4,12,December,51,Monday,False,FY2024-25
20241217,2024-12-17,2024,Q4,12,December,51,Tuesday,False,FY2024-25
20241218,2024-12-18,2024,Q4,12,December,51,Wednesday,False,FY2024-25
20241219,2024-12-19,2024,Q4,12,December,51,Thursday,False,FY2024-25
20241220,2024-12-20,2024,Q4,12,December,51,Friday,False,FY2024-25
20241221,2024-12-21,2024,Q4,12,December,51,Saturday,True,FY2024-25
20241222,2024-12-22,2024,Q4,12,December,51,Sunday,True,FY2024-25
20241223,2024-12-23,2024,Q4,12,December,52,Monday,False,FY2024-25
20241224,2024-12-24,2024,Q4,12,December,52,Tuesday,False,FY2024-25
20241225,2024-12-25,2024,Q4,12,December,52,Wednesday,False,FY2024-25
20241226,2024-12-26,2024,Q4,12,December,52,Thursday,False,FY2024-25
20241227,2024-12-27,2024,Q4,12,December,52,Friday,False,FY2024-25
20241228,2024-12-28,2024,Q4,12,December,52,Saturday,True,FY2024-25
20241229,2024-12-29,2024,Q4,12,December,52,Sunday,True,FY2024-25
20241230,2024-12-30,2024,Q4,12,December,1,Monday,False,FY2024-25
20241231,2024-12-31,2024,Q4,12,December,1,Tuesday,False,FY2024-25
20250101,2025-01-01,2025,Q1,1,January,1,Wednesday,False,FY2024-25
20250102,2025-01-02,2025,Q1,1,January,1,Thursday,False,FY2024-25
20250103,2025-01-03,2025,Q1,1,January,1,Friday,False,FY2024-25
20250104,2025-01-04,2025,Q1,1,January,1,Saturday,True,FY2024-25
20250105,2025-01-05,2025,Q1,1,January,1,Sunday,True,FY2024-25
20250106,2025-01-06,2025,Q1,1,January,2,Monday,False,FY2024-25
20250107,2025-01-07,2025,Q1,1,January,2,Tuesday,False,FY2024-25
20250108,2025-01-08,2025,Q1,1,January,2,Wednesday,False,FY2024-25
20250109,2025-01-09,2025,Q1,1,January,2,Thursday,False,FY2024-25
20250110,2025-01-10,2025,Q1,1,January,2,Friday,False,FY2024-25
20250111,2025-01-11,2025,Q1,1,January,2,Saturday,True,FY2024-25
20250112,2025-01-12,2025,Q1,1,January,2,Sunday,True,FY2024-25
20250113,2025-01-13,2025,Q1,1,January,3,Monday,False,FY2024-25
20250114,2025-01-14,2025,Q1,1,January,3,Tuesday,False,FY2024-25
20250115,2025-01-15,2025,Q1,1,January,3,Wednesday,False,FY2024-25
20250116,2025-01-16,2025,Q1,1,January,3,Thursday,False,FY2024-25
20250117,2025-01-17,2025,Q1,1,January,3,Friday,False,FY2024-25
20250118,2025-01-18,2025,Q1,1,January,3,Saturday,True,FY2024-25
20250119,2025-01-19,2025,Q1,1,January,3,Sunday,True,FY2024-25
20250120,2025-01-20,2025,Q1,1,January,4,Monday,False,FY2024-25
20250121,2025-01-21,2025,Q1,1,January,4,Tuesday,False,FY2024-25
20250122,2025-01-22,2025,Q1,1,January,4,Wednesday,False,FY2024-25
20250123,2025-01-23,2025,Q1,1,January,4,Thursday,False,FY2024-25
20250124,2025-01-24,2025,Q1,1,January,4,Friday,False,FY2024-25
20250125,2025-01-25,2025,Q1,1,January,4,Saturday,True,FY2024-25
20250126,2025-01-26,2025,Q1,1,January,4,Sunday,True,FY2024-25
20250127,2025-01-27,2025,Q1,1,January,5,Monday,False,FY2024-25
20250128,2025-01-28,2025,Q1,1,January,5,Tuesday,False,FY2024-25
20250129,2025-01-29,2025,Q1,1,January,5,Wednesday,False,FY2024-25
20250130,2025-01-30,2025,Q1,1,January,5,Thursday,False,FY2024-25
20250131,2025-01-31,2025,Q1,1,January,5,Friday,False,FY2024-25
20250201,2025-02-01,2025,Q1,2,February,5,Saturday,True,FY2024-25
20250202,2025-02-02,2025,Q1,2,February,5,Sunday,True,FY2024-25
20250203,2025-02-03,2025,Q1,2,February,6,Monday,False,FY2024-25
20250204,2025-02-04,2025,Q1,2,February,6,Tuesday,False,FY2024-25
20250205,2025-02-05,2025,Q1,2,February,6,Wednesday,False,FY2024-25
20250206,2025-02-06,2025,Q1,2,February,6,Thursday,False,FY2024-25
20250207,2025-02-07,2025,Q1,2,February,6,Friday,False,FY2024-25
20250208,2025-02-08,2025,Q1,2,February,6,Saturday,True,FY2024-25
20250209,2025-02-09,2025,Q1,2,February,6,Sunday,True,FY2024-25
20250210,2025-02-10,2025,Q1,2,February,7,Monday,False,FY2024-25
20250211,2025-02-11,2025,Q1,2,February,7,Tuesday,False,FY2024-25
20250212,2025-02-12,2025,Q1,2,February,7,Wednesday,False,FY2024-25
20250213,2025-02-13,2025,Q1,2,February,7,Thursday,False,FY2024-25
20250214,2025-02-14,2025,Q1,2,February,7,Friday,False,FY2024-25
20250215,2025-02-15,2025,Q1,2,February,7,Saturday,True,FY2024-25
20250216,2025-02-16,2025,Q1,2,February,7,Sunday,True,FY2024-25
20250217,2025-02-17,2025,Q1,2,February,8,Monday,False,FY2024-25
20250218,2025-02-18,2025,Q1,2,February,8,Tuesday,False,FY2024-25
20250219,2025-02-19,2025,Q1,2,February,8,Wednesday,False,FY2024-25
20250220,2025-02-20,2025,Q1,2,February,8,Thursday,False,FY2024-25
20250221,2025-02-21,2025,Q1,2,February,8,Friday,False,FY2024-25
20250222,2025-02-22,2025,Q1,2,February,8,Saturday,True,FY2024-25
20250223,2025-02-23,2025,Q1,2,February,8,Sunday,True,FY2024-25
20250224,2025-02-24,2025,Q1,2,February,9,Monday,False,FY2024-25
20250225,2025-02-25,2025,Q1,2,February,9,Tuesday,False,FY2024-25
20250226,2025-02-26,2025,Q1,2,February,9,Wednesday,False,FY2024-25
20250227,2025-02-27,2025,Q1,2,February,9,Thursday,False,FY2024-25
20250228,2025-02-28,2025,Q1,2,February,9,Friday,False,FY2024-25
20250301,2025-03-01,2025,Q1,3,March,9,Saturday,True,FY2024-25
20250302,2025-03-02,2025,Q1,3,March,9,Sunday,True,FY2024-25
20250303,2025-03-03,2025,Q1,3,March,10,Monday,False,FY2024-25
20250304,2025-03-04,2025,Q1,3,March,10,Tuesday,False,FY2024-25
20250305,2025-03-05,2025,Q1,3,March,10,Wednesday,False,FY2024-25
20250306,2025-03-06,2025,Q1,3,March,10,Thursday,False,FY2024-25
20250307,2025-03-07,2025,Q1,3,March,10,Friday,False,FY2024-25
20250308,2025-03-08,2025,Q1,3,March,10,Saturday,True,FY2024-25
20250309,2025-03-09,2025,Q1,3,March,10,Sunday,True,FY2024-25
20250310,2025-03-10,2025,Q1,3,March,11,Monday,False,FY2024-25
20250311,2025-03-11,2025,Q1,3,March,11,Tuesday,False,FY2024-25
20250312,2025-03-12,2025,Q1,3,March,11,Wednesday,False,FY2024-25
20250313,2025-03-13,2025,Q1,3,March,11,Thursday,False,FY2024-25
20250314,2025-03-14,2025,Q1,3,March,11,Friday,False,FY2024-25
20250315,2025-03-15,2025,Q1,3,March,11,Saturday,True,FY2024-25
20250316,2025-03-16,2025,Q1,3,March,11,Sunday,True,FY2024-25
20250317,2025-03-17,2025,Q1,3,March,12,Monday,False,FY2024-25
20250318,2025-03-18,2025,Q1,3,March,12,Tuesday,False,FY2024-25
20250319,2025-03-19,2025,Q1,3,March,12,Wednesday,False,FY2024-25
20250320,2025-03-20,2025,Q1,3,March,12,Thursday,False,FY2024-25
20250321,2025-03-21,2025,Q1,3,March,12,Friday,False,FY2024-25
20250322,2025-03-22,2025,Q1,3,March,12,Saturday,True,FY2024-25
20250323,2025-03-23,2025,Q1,3,March,12,Sunday,True,FY2024-25
20250324,2025-03-24,2025,Q1,3,March,13,Monday,False,FY2024-25
20250325,2025-03-25,2025,Q1,3,March,13,Tuesday,False,FY2024-25
20250326,2025-03-26,2025,Q1,3,March,13,Wednesday,False,FY2024-25
20250327,2025-03-27,2025,Q1,3,March,13,Thursday,False,FY2024-25
20250328,2025-03-28,2025,Q1,3,March,13,Friday,False,FY2024-25
20250329,2025-03-29,2025,Q1,3,March,13,Saturday,True,FY2024-25
20250330,2025-03-30,2025,Q1,3,March,13,Sunday,True,FY2024-25
20250331,2025-03-31,2025,Q1,3,March,14,Monday,False,FY2024-25
20250401,2025-04-01,2025,Q2,4,April,14,Tuesday,False,FY2024-25
20250402,2025-04-02,2025,Q2,4,April,14,Wednesday,False,FY2024-25
20250403,2025-04-03,2025,Q2,4,April,14,Thursday,False,FY2024-25
20250404,2025-04-04,2025,Q2,4,April,14,Friday,False,FY2024-25
20250405,2025-04-05,2025,Q2,4,April,14,Saturday,True,FY2024-25
20250406,2025-04-06,2025,Q2,4,April,14,Sunday,True,FY2024-25
20250407,2025-04-07,2025,Q2,4,April,15,Monday,False,FY2024-25
20250408,2025-04-08,2025,Q2,4,April,15,Tuesday,False,FY2024-25
20250409,2025-04-09,2025,Q2,4,April,15,Wednesday,False,FY2024-25
20250410,2025-04-10,2025,Q2,4,April,15,Thursday,False,FY2024-25
20250411,2025-04-11,2025,Q2,4,April,15,Friday,False,FY2024-25
20250412,2025-04-12,2025,Q2,4,April,15,Saturday,True,FY2024-25
20250413,2025-04-13,2025,Q2,4,April,15,Sunday,True,FY2024-25
20250414,2025-04-14,2025,Q2,4,April,16,Monday,False,FY2024-25
20250415,2025-04-15,2025,Q2,4,April,16,Tuesday,False,FY2024-25
20250416,2025-04-16,2025,Q2,4,April,16,Wednesday,False,FY2024-25
20250417,2025-04-17,2025,Q2,4,April,16,Thursday,False,FY2024-25
20250418,2025-04-18,2025,Q2,4,April,16,Friday,False,FY2024-25
20250419,2025-04-19,2025,Q2,4,April,16,Saturday,True,FY2024-25
20250420,2025-04-20,2025,Q2,4,April,16,Sunday,True,FY2024-25
20250421,2025-04-21,2025,Q2,4,April,17,Monday,False,FY2024-25
20250422,2025-04-22,2025,Q2,4,April,17,Tuesday,False,FY2024-25
20250423,2025-04-23,2025,Q2,4,April,17,Wednesday,False,FY2024-25
20250424,2025-04-24,2025,Q2,4,April,17,Thursday,False,FY2024-25
20250425,2025-04-25,2025,Q2,4,April,17,Friday,False,FY2024-25
20250426,2025-04-26,2025,Q2,4,April,17,Saturday,True,FY2024-25
20250427,2025-04-27,2025,Q2,4,April,17,Sunday,True,FY2024-25
20250428,2025-04-28,2025,Q2,4,April,18,Monday,False,FY2024-25
20250429,2025-04-29,2025,Q2,4,April,18,Tuesday,False,FY2024-25
20250430,2025-04-30,2025,Q2,4,April,18,Wednesday,False,FY2024-25
20250501,2025-05-01,2025,Q2,5,May,18,Thursday,False,FY2024-25
20250502,2025-05-02,2025,Q2,5,May,18,Friday,False,FY2024-25
20250503,2025-05-03,2025,Q2,5,May,18,Saturday,True,FY2024-25
20250504,2025-05-04,2025,Q2,5,May,18,Sunday,True,FY2024-25
20250505,2025-05-05,2025,Q2,5,May,19,Monday,False,FY2024-25
20250506,2025-05-06,2025,Q2,5,May,19,Tuesday,False,FY2024-25
20250507,2025-05-07,2025,Q2,5,May,19,Wednesday,False,FY2024-25
20250508,2025-05-08,2025,Q2,5,May,19,Thursday,False,FY2024-25
20250509,2025-05-09,2025,Q2,5,May,19,Friday,False,FY2024-25
20250510,2025-05-10,2025,Q2,5,May,19,Saturday,True,FY2024-25
20250511,2025-05-11,2025,Q2,5,May,19,Sunday,True,FY2024-25
20250512,2025-05-12,2025,Q2,5,May,20,Monday,False,FY2024-25
20250513,2025-05-13,2025,Q2,5,May,20,Tuesday,False,FY2024-25
20250514,2025-05-14,2025,Q2,5,May,20,Wednesday,False,FY2024-25
20250515,2025-05-15,2025,Q2,5,May,20,Thursday,False,FY2024-25
20250516,2025-05-16,2025,Q2,5,May,20,Friday,False,FY2024-25
20250517,2025-05-17,2025,Q2,5,May,20,Saturday,True,FY2024-25
20250518,2025-05-18,2025,Q2,5,May,20,Sunday,True,FY2024-25
20250519,2025-05-19,2025,Q2,5,May,21,Monday,False,FY2024-25
20250520,2025-05-20,2025,Q2,5,May,21,Tuesday,False,FY2024-25
20250521,2025-05-21,2025,Q2,5,May,21,Wednesday,False,FY2024-25
20250522,2025-05-22,2025,Q2,5,May,21,Thursday,False,FY2024-25
20250523,2025-05-23,2025,Q2,5,May,21,Friday,False,FY2024-25
20250524,2025-05-24,2025,Q2,5,May,21,Saturday,True,FY2024-25
20250525,2025-05-25,2025,Q2,5,May,21,Sunday,True,FY2024-25
20250526,2025-05-26,2025,Q2,5,May,22,Monday,False,FY2024-25
20250527,2025-05-27,2025,Q2,5,May,22,Tuesday,False,FY2024-25
20250528,2025-05-28,2025,Q2,5,May,22,Wednesday,False,FY2024-25
20250529,2025-05-29,2025,Q2,5,May,22,Thursday,False,FY2024-25
20250530,2025-05-30,2025,Q2,5,May,22,Friday,False,FY2024-25
20250531,2025-05-31,2025,Q2,5,May,22,Saturday,True,FY2024-25
20250601,2025-06-01,2025,Q2,6,June,22,Sunday,True,FY2024-25
20250602,2025-06-02,2025,Q2,6,June,23,Monday,False,FY2024-25
20250603,2025-06-03,2025,Q2,6,June,23,Tuesday,False,FY2024-25
20250604,2025-06-04,2025,Q2,6,June,23,Wednesday,False,FY2024-25
20250605,2025-06-05,2025,Q2,6,June,23,Thursday,False,FY2024-25
20250606,2025-06-06,2025,Q2,6,June,23,Friday,False,FY2024-25
20250607,2025-06-07,2025,Q2,6,June,23,Saturday,True,FY2024-25
20250608,2025-06-08,2025,Q2,6,June,23,Sunday,True,FY2024-25
20250609,2025-06-09,2025,Q2,6,June,24,Monday,False,FY2024-25
20250610,2025-06-10,2025,Q2,6,June,24,Tuesday,False,FY2024-25
20250611,2025-06-11,2025,Q2,6,June,24,Wednesday,False,FY2024-25
20250612,2025-06-12,2025,Q2,6,June,24,Thursday,False,FY2024-25
20250613,2025-06-13,2025,Q2,6,June,24,Friday,False,FY2024-25
20250614,2025-06-14,2025,Q2,6,June,24,Saturday,True,FY2024-25
20250615,2025-06-15,2025,Q2,6,June,24,Sunday,True,FY2024-25
20250616,2025-06-16,2025,Q2,6,June,25,Monday,False,FY2024-25
20250617,2025-06-17,2025,Q2,6,June,25,Tuesday,False,FY2024-25
20250618,2025-06-18,2025,Q2,6,June,25,Wednesday,False,FY2024-25
20250619,2025-06-19,2025,Q2,6,June,25,Thursday,False,FY2024-25
20250620,2025-06-20,2025,Q2,6,June,25,Friday,False,FY2024-25
20250621,2025-06-21,2025,Q2,6,June,25,Saturday,True,FY2024-25
20250622,2025-06-22,2025,Q2,6,June,25,Sunday,True,FY2024-25
20250623,2025-06-23,2025,Q2,6,June,26,Monday,False,FY2024-25
20250624,2025-06-24,2025,Q2,6,June,26,Tuesday,False,FY2024-25
20250625,2025-06-25,2025,Q2,6,June,26,Wednesday,False,FY2024-25
20250626,2025-06-26,2025,Q2,6,June,26,Thursday,False,FY2024-25
20250627,2025-06-27,2025,Q2,6,June,26,Friday,False,FY2024-25
20250628,2025-06-28,2025,Q2,6,June,26,Saturday,True,FY2024-25
20250629,2025-06-29,2025,Q2,6,June,26,Sunday,True,FY2024-25
20250630,2025-06-30,2025,Q2,6,June,27,Monday,False,FY2024-25
20250701,2025-07-01,2025,Q3,7,July,27,Tuesday,False,FY2025-26
